country	code	ln_hla_het	hla_het	ln_mort40	ln_le40	ln_le50	ln_le60	ln_le70	ln_le80	ln_le90	ln_le00	ln_le10	europe	asia	africa	americas	oceania	frac_eur	frac_me	frac_easia	frac_africa	frac_am	frac_oc	aa_ln_atd	aa_atd	aa_mdist	aa_mdist_sqr	aa_lanim	aa_lpd1	ln_frac	ln_arable	ln_suitavg	ln_abslat	aa_pdiv	malfal	tropical	desert	distcr1000	frac_migrant	pnativ_60	ln_ypc60	ln_yr_sch1960	ln_pd60	ln_urb60	ln_young	ln_mix_het	oecd	fstdistwtd_usa
"Czech Republic"	"CZE"	-1.1338451	0.32179356	-1.245953	4.0656023	4.2121277	4.25347	4.2404666	4.2524595	4.2680726	4.3170652	4.349302	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	9.071817	6502.487	4.387732	19.262966	2.3025851	2.0608103	0.27926978	3.6861258	-0.7339692	3.9070106	0.7411664	0.0	0	0	0.0769749	0.0153846145	0.9846154	9.04759	2.1203055	4.8284245	4.085976	3.2507339	-1.1331612	1	3.3421216
"Denmark"	"DNK"	-1.0777297	0.34036738	-2.1086645	4.18205	4.26268	4.27912	4.2951527	4.3054385	4.3148894	4.3385015	4.3707128	1	0	0	0	0	0.99527675	0.002361639	0.002361639	0.0	0.0	0.0	8.614495	5512.538	5.714107	32.65847	2.3025851	1.5527161	0.07868178	3.9845297	-0.63487834	4.0253515	0.73115	0.0	0	0	0.022714399	0.010131717	0.9898683	9.4618	2.0570815	4.683232	4.3000026	3.227059	-1.076539	1	3.4749274
"Dominica"	"DMA"	-1.1504012	0.31650975	0.18065347									0	0	0	1	0	0.04037957	0.0	0.0	0.9232788	0.03634161	0.0							0.18253987	1.8976198		2.7354493			100	0									-1.0969236	0	13.465435
"Dominican Republic"	"DOM"	-1.1318495	0.32243633	-1.6194882	3.3978584	3.8264651	3.94735	4.067942	4.1431537	4.215148	4.261182	4.2931957	0	0	0	1	0	0.525	0.0	0.0	0.3533	0.1217	0.0	8.432793	5272.0303	6.0253344	47.40447	1.6156462	1.0015699	0.35725477	3.1201599	-0.08338159	2.944439	0.7287997	0.0	87.81660113130476	0	0.029725	0.9619676	0.03803243	7.55224	1.015029	4.202853	3.407842	3.8689075	-1.0460073	0	8.211717
"Ecuador"	"ECU"	-1.2871528	0.27605566	-0.07235562	3.6712246	3.8795	3.97264	4.0565724	4.141863	4.23203	4.2958155	4.323633	0	0	0	1	0	0.35	0.0	0.0	0.05	0.6	0.0	8.44669	4927.002	15.929182	317.41995	1.2034088	0.45053443	0.503801	1.7647308	-0.6539265	0.6931472	0.654009	0.195974	73.16508036609258	0	0.18535401	0.38897616	0.61102384	8.18758	1.1688334	2.7695408	3.523415	3.767727	-1.1770949	0	10.406094
"Egypt"	"EGY"	-1.1107237	0.32932052	-0.9853819	3.4339871	3.7471485	3.8272	3.92103	4.0280304	4.1273413	4.235304	4.2901206	0	0	1	0	0	0.0	1.0	0.0	0.0	0.0	0.0	8.861781	7079.0	2.381034	5.781835	2.175943	1.304883	0.16855389	1.0331844	-5.48224	3.295837	0.7563203	0.0	0	16.497606799128874	0.22420199	0.055000007	0.945	7.28551	-0.2128107	3.2946997	3.634951	3.7856526	-1.1107237	0	4.83833
"El Salvador"	"SLV"	-1.2043937	0.29987374	-0.030046945	3.48124	3.813307	3.93776	4.035224	4.0400224	4.189516	4.2442236	4.272942	0	0	0	1	0	0.455	0.0	0.0	0.0	0.545	0.0	8.444102	5100.0	13.395143	227.77272	1.1512926	0.8335745	0.18048654	3.4304326	-0.12783338	2.6270812	0.6731452	0.0	100	0	0.0442959	0.5	0.5	7.92805	0.67754847	4.818803	3.6454499	3.8080184	-1.1187958	0	8.450272
"Equatorial Guinea "	"GNQ"	-1.1109744	0.32923797		3.4781585	3.5409594	3.60361	3.6824553	3.756869	3.8451445	3.8854792	3.9286993	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0			3.3004065	11.550396	0.137208	-1.4309951	0.29765716	1.5325569	-2.8134108	0.6931472	0.7493775	1.0	100	0	0.0851343	0.9069453	0.09305473	6.99301		2.1626344	3.2386785	3.6117692	-1.1069928	0	20.528912
"Estonia"	"EST"	-1.1148995	0.32794824	-1.292804			4.22747	4.2499022	4.2345853	4.240976	4.254436	4.3231955	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.24305	3817.9888	5.7362638	32.91544		-0.9730633	0.40957	2.990217	-0.967584	4.0775375	0.7309827	0.0	0	0	0.084040396	0.014285743	0.98571426	8.98005	1.941786	3.3520002	4.051785	3.1218696	-1.0999763	0	8.865375
"Fiji"	"FJI"	-1.3432668	0.26099166			4.010963	4.02175	4.092689	4.14328	4.183131	4.213716	4.237374	0	0	0	0	1	0.0	0.46249074	0.0	0.0	0.0	0.53750926			13.325858	213.98515	0.97617155	0.810603	0.4369263	2.3933394		2.8903718	0.6736684		100	0		0.46785718	0.5321428	8.37747	1.4854184	3.0694344	3.3911471	3.877596	-1.1876262	0	11.476062
"Finland"	"FIN"	-1.102931	0.33189684	-1.4986571	4.0483007	4.19419	4.23149	4.251056	4.2964687	4.314994	4.3498373	4.3804097	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.160519	3500.0	5.845452	34.16931	2.3025851		0.12354181	1.9699056	-3.506558	4.158883	0.7301581	0.0	0	0	0.18167	0.0	1.0	9.11019	1.7348881	2.677098	3.6402142	3.4146502	-1.0965271	1	10.922708
"France"	"FRA"	-1.0415289	0.3529147	-1.2758268	4.0943446	4.1972017	4.25191	4.271912	4.304757	4.338597	4.3689227	4.398986	1	0	0	0	0	0.976881	0.023119	0.0	0.0	0.0	0.0	8.922159	7499.542	5.9949703	36.298573	2.3025851	2.1690361	0.09823031	3.5121422	-0.38566247	3.8286414	0.729029	0.0	0	0	0.053724498	0.03107661	0.9689234	9.31677	1.434236	4.4433393	4.12552	3.2721014	-1.0394766	1	3.2156706
"Gabon"	"GAB"	-1.1092016	0.3298222			3.637586	3.67803	3.8423703	4.00449	4.1156025	4.0891805	4.1317477	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	8.016713	3050.1663	3.327243	11.166387		-1.6126094	0.5703918	0.23111172	-1.7147983	0.0	0.74917483	1.0	100	0	0.236024	0.25771284	0.74228716	8.72274	0.0102146715	0.54864603	2.85647	3.4120116	-1.1092016	0	19.394001
"Gambia, The "	"GMB"	-1.2574322	0.28438333			3.4011974	3.58929	3.643944	3.861596	3.9726486	4.010179	4.063198	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	8.009549	3014.4026	6.052353	36.634247	0.009475186	0.17305362	0.58020353	3.349904	-0.7765288	2.6002176	0.7285957	1.0	89.35480344032106	0	0.0262397	0.004999995	0.995	6.90575	-0.7678344	3.5609126	2.4932055	3.6649318	-1.2574322	0	13.81199
"Georgia"	"GEO"	-1.1540947	0.3153429			4.119037	4.1499	4.2069244	4.2393503	4.25203	4.2705793	4.2949333	0	1	0	0	0	0.8796095	0.029284164	0.09110629	0.0	0.0	0.0	8.745197	6365.0	4.205682	17.761122	2.3025851	-0.24751504	0.40030113	2.4344902	-0.7339692	3.7376697	0.74254113	0.0	0	0	0.24033299	0.125	0.875	8.6403		4.088854	3.744787	3.3561625	-1.1361127	0	4.9958506
"Germany"	"DEU"	-1.0784254	0.3401307	-1.7004446	4.15104	4.2121277	4.24195	4.2576094	4.287972	4.3216944	4.35577	4.381874	1	0	0	0	0	0.99472016	0.005279831	0.0	0.0	0.0	0.0	8.987403	8002.761	5.4196167	29.404339		2.1616652	0.15546581	3.521348	-0.7133499	3.9318256	0.73337394	0.0	0	0	0.041169602	0.005268693	0.9947313	9.38017	1.6330646		4.2682977	3.0575209	-1.075307	1	3.51613
"Ghana"	"GHA"	-1.1721678	0.30969486			3.7376697	3.82554	3.8899605	3.9723735	4.0402937	4.067012	4.1563373	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	8.156115	3486.6	4.291841	18.432783	0.0	0.16329266	0.5148168	2.8541687	-0.79850775	2.0794415	0.74189043	1.0	100	0	0.27757102	0.01999998	0.98	7.28276	0.07332057	3.4203615	3.1484532	3.7865138	-1.1500481	0	13.81199
"Greece"	"GRC"	-1.1078757	0.3302598	-0.8935241	3.996364	4.1881385	4.23193	4.272407	4.3096614	4.3430133	4.3552694	4.3868623	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	9.047821	8500.0	4.270529	18.23742	2.3025851	2.741866	0.1463749	3.0568273	-0.2357223	3.6635616	0.7420514	0.0	0	0	0.0411515	0.0	1.0	8.52258	2.0040526	4.168271	3.7588718	3.2768476	-1.0900704	1	4.5524073
"Grenada"	"GRD"	-1.1437064	0.31863582	-1.6194882	3.8501475		4.14485	4.1607223	4.1745305	4.233053	4.296029	4.3262553	0	0	0	1	0	0.06352459	0.0	0.0	0.9177254	0.01875	0.0							0.23596816	1.0784096		2.494582			100.00000000000001	0				7.54486		5.580262	3.4111476	3.8937593	-1.0957901	0	12.894178
"Guatemala"	"GTM"	-1.2947992	0.27395287	-0.21616788	3.4144425	3.7376697	3.81841	3.9521644	4.04851	4.1317477	4.2157383	4.260218	0	0	0	1	0	0.28061223	0.0	0.0	0.0	0.71938777	0.0	8.307875	4290.252	16.470167	310.3165	0.5219234	0.06890005	0.41356555	2.554899	-0.105360545	2.74084	0.6499236	0.0153678	78.37599235323688	0	0.104894996	0.26275557	0.7372444	8.08425	0.37421212	3.644351	3.437208	3.822222	-1.1981584	0	10.147902
"Guinea"	"GNB"	-1.2574322	0.28438333		3.4275146	3.48124	3.54117	3.6165454	3.6902966	3.757102	3.804101	3.8649452	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	8.03587	3913.1594	5.9516726	35.494366	0.06952595	0.22420031	0.59233963	2.3674362	-0.4780358	2.4849067	0.729356	1.0	100	0	0.0422559	0.03833002	0.96167	6.14847		3.0878725	2.6100698	3.7204854	-1.2574322	0	13.81199
"Guinea-Bissau"	"GIN"	-1.2574322	0.28438333			3.4339871	3.5952	3.5251224	3.659315	3.7766771	3.8734932	3.9822686	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	8.054873	3151.5	5.629013	31.797571	0.0	-0.28807354	0.5532769	1.3787661	-0.56211895	2.3978953	0.73179257	1.0	100	0	0.280026	0.394	0.606	6.44572		2.510834	2.3513753	3.6888685	-1.2574322	0	13.81199
"Guyana"	"GUY"	-1.1588354	0.31385148	-0.68319684	3.8918202	3.9569964	4.02708	4.027679	4.086373	4.112536	4.165863	4.2420335	0	0	0	1	0	0.0424	0.494	0.004	0.3798	0.0798	0.0	8.502184	5839.3506	6.525871	59.38956			0.48211622	0.89199805	-0.7765288	1.609438	0.7250198	0.5083628	100	0	0.22974001	0.9497708	0.050229196	7.50988	1.5748637	1.065804	3.3672957	3.8346014	-1.063647	0	10.530728
"Haiti"	"HTI"	-1.1418484	0.3192284	-2.141317	3.5409594	3.627004	3.74153	3.8518903	3.9294646	4.008976	4.066838	4.1233044	0	0	0	1	0	0.025030036	0.0	0.0	0.97497	0.0	0.0	7.9046826	2903.2632	3.9368956	16.33278	0.111617826	-0.53083354	0.09075436	3.342862	-0.09431065	2.944439	0.7445709	1.0	100	0	0.0248002	1.0	0.0	7.34537	-0.19783068	4.8988166	2.7472708	3.6966798	-1.1063133	0	13.54531
"Honduras"	"HND"	-1.1949586	0.3027165	-0.49511635	3.48124	3.7328963	3.83543	3.959668	4.0846086	4.1947837	4.2539377	4.288072	0	0	0	1	0	0.46244624	0.0	0.0	0.0210021	0.5165517	0.0	8.404693	4924.39	13.656617	236.16644	1.0704035	0.71961075	0.17117634	2.2565413	-0.3147107	2.7080503	0.67117065	0.1	94.6362638034219	0	0.0798539	0.4798783	0.5201217	7.63434	0.6727118	2.8589091	3.122365	3.821888	-1.1090127	0	8.39684
"Hong Kong"	"HKG"	-1.138013	0.32045513	-3.1700857		4.1108737	4.19029	4.269032	4.313121	4.348735	4.3929424	4.4173703	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	9.070395	8772.263	10.114602	102.5271	2.0272014		0.060108725				0.6979189	0.0	0	0		1.0	0.0	8.43468	1.5910022	7.990016	4.4450016	3.7106352	-1.138013	0	12.117326
"Hungary"	"HUN"	-1.104762	0.33128974	-1.3182299	4.0253515	4.1526136	4.21955	4.23649	4.2350006	4.2386703	4.2661433	4.306863	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.908495	7399.4185	4.76933	22.766657	2.3025851	1.1491886	0.14167316	3.9112227	-0.1863296	3.8501475	0.73828465	0.0	0	0	0.0487502	0.07132709	0.9286729	8.67368	2.0068016	4.708436	4.0235643	3.2315588	-1.099912	1	11.004282
"Iceland"	"ISL"	-1.0770804	0.34058845	-1.7573581	4.1108737	4.276666							1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0							0.07677213	-2.65926	-5.809143	4.1743875		0.0	0	9.085976039395224									-1.0770804	1	3.148021
"India"	"IND"	-1.1374893	0.32062298	0.11871381	3.4011974	3.6558397	3.74777	3.8948288	4.0136237	4.0665083	4.1208873	4.176406	0	1	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	9.044097	8475.5	6.8982544	47.60848	2.081896	2.172011	0.34938845	3.988984	-0.6931472	2.9957323	0.72220767	0.3326023	39.44693720919765	4.494773291059892	0.34261498	0.021000028	0.979	6.95368	0.10493894	5.0093217	2.8848007	3.7058144	-1.1278645	0	6.0438747
"Indonesia"	"IDN"	-1.2091099	0.2984628	-0.13067833	3.5351453	3.624341	3.7173	3.9479687	4.0533686	4.128808	4.1842823	4.2325063	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	8.301788	4047.7134	12.22726	149.55354	1.107972	0.11458785	0.55108464	2.4265711	-1.1086626	1.609438	0.68196476	0.4516813	99.83455984240312	0	0.076184504	0.009542704	0.9904573	7.25205	0.44969612	4.0124354	2.6810215	3.6871843	-1.2091099	0	11.818276
"Iran"	"IRN"	-1.1574267	0.3142939	-0.9902065	3.6627922	3.830813	3.87523	3.9366314	3.9578419	4.125689	4.244769	4.2870545	0	1	0	0	0	0.0	0.7525773	0.24742268	0.0	0.0	0.0	9.159308	9502.552	4.4400883	19.716759		0.89357626	0.5118651	2.1690538	-2.3025851	3.465736	0.740771	0.1246762	0	0.5426872857539721	0.493337	0.0051020384	0.99489796	8.0861	-0.08345506	2.5825744	3.5174978	3.7256653	-1.1296242	0	6.3418403
"Iraq"	"IRQ"	-1.1217827	0.32569867	-0.3744026	3.6627922	3.7841897	3.91579	4.0551724	4.0480337	4.212634	4.2590604	4.22663	0	1	0	0	0	0.0	0.98	0.02	0.0	0.0	0.0	9.1846695	9773.04	3.804231	14.530263		0.7130956	0.3140148	2.5241272	-2.5257287	3.4965076	0.74557275	0.0281283	0	0.00978036350881942	0.500556	0.11140001	0.8886	8.29854	-0.64552283	2.7471328	3.7588718	3.740989	-1.1090702	0	4.8610964
"Ireland"	"IRL"	-1.0585636	0.34695384	-1.18526	4.091006	4.203199	4.2441	4.2626266	4.2842674	4.314033	4.337823	4.385669	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.520781	5021.6196	6.6366262	44.076572	2.3025851	0.38860992	0.11389549	2.7491922	-1.1086626	3.9702919	0.72418344	0.0	0	0	0.0436382	0.018999994	0.981	8.75337	2.0789201	3.7162273	3.824284	3.4302657	-1.0470694	1	3.1448045
"Isle of Man"	"IMN"	-1.0770804	0.34058845															1.0	0.0	0.0	0.0	0.0	0.0																							-1.0770804		
"Italy"	"ITA"	-1.0843426	0.338124	-0.20285276	4.0724397	4.189655	4.2359	4.2705193	4.303297	4.341973	4.374836	4.4035015	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.979707	7948.5	5.0742135	25.752434	2.3025851	3.113893	0.10842292	3.3614166	-0.2876821	3.7573166	0.7359823	0.0	0	0	0.0516288	0.041999996	0.958	9.08783	1.58112	5.1397686	4.0842943	3.2192676	-1.0815504	1	3.9915917
"Jamaica"	"JAM"	-1.1376541	0.32057017	-2.141317	3.9721768	4.069027	4.1625	4.2223134	4.2554073	4.257676	4.2552195	4.288363	0	0	0	1	0	0.07206395	0.014750591	0.0	0.9131855	0.0	0.0	7.9799047	3214.1292	4.189245	19.015778	0.44215873	-0.36133608	0.3456401	2.7769542		2.904165	0.7426653	0.0	100	0	0.012252499	1.0	0.0	8.36962	1.3499773	5.0151067	3.5204608	3.730053	-1.0948466	0	13.20756
"Japan"	"JPN"	-1.1590977	0.31376916	-0.88071465	3.8774316	4.1573195	4.21458	4.2759748	4.331939	4.36738	4.395388	4.4180293	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	8.411833	4500.0	12.02971	144.714	2.0794415	-0.1947441	0.011857422	2.5071573	-0.2876821	3.583519	0.6834565	0.0	0.006131225749628325	0	0.039792098	0.0	1.0	8.6694	2.0803242	5.54748	3.7635229	3.4062405	-1.1588765	1	12.993673
"Jordan"	"JOR"	-1.1117826	0.32897204			3.7658405	3.84726	4.109691	4.2052417	4.2546835	4.2777076	4.2944193	0	1	0	0	0	0.022222223	0.9777778	0.0	0.0	0.0	0.0	9.247303	10403.163	2.9727018	8.938369	2.3025851	1.9027282	0.4653679	1.0079579	-3.218876	3.4339871	0.7518522	0.0	0	15.331683542107124	0.235173	0.66663444	0.33336556	8.00803	0.87869	2.2634275	3.929863	3.7647665	-1.1107595	0	4.7108746
"Kazakhstan"	"KAZ"	-1.1435266	0.31869316			4.0342407		4.130316	4.199071	4.2244453	4.1823106	4.2238417	0	1	0	0	0	0.38241526	0.56567794	0.05190678	0.0	0.0	0.0	8.72008	6182.661	6.274377	40.06004		-1.1023928	0.48064804	2.0769384	-0.7339692	3.871201	0.726919	0.0	0	9.747162957702038	2.2916799	0.3312096	0.6687904	8.9118	1.3116695	1.3076438	3.788725	3.5901275	-1.0974965	0	8.026226
"Korea, North"	"PRK"	-1.1450148	0.3182192			3.8607297	4.01135	4.1202617	4.215066	4.255134	4.176086	4.227303	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0			10.771979	116.03965		-0.078592315	0.038451187	3.0722303	-0.4155154	3.6888795	0.69295454	0.0	0	0	0.0697366	0.007000029	0.993	7.39203			3.693867	3.6068935	-1.1450148	0	10.521579
"Korea, South"	"KOR"	-1.1450148	0.3182192	-1.6847004	3.885679	3.8607297	3.99178	4.114266	4.1866493	4.2668242	4.3288302	4.3915057	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	8.411833	4500.0	10.94793	119.8572	2.0794415	-0.0913934	0.0019960066	2.85647	-0.2613648	3.6109178	0.6916258	0.0	0	0	0.0529981	0.0	1.0	7.37776	1.4672905	5.525569	3.3214324	3.7106338	-1.1450148	1	10.521579
"Kuwait"	"KWT"	-1.1133709	0.32844993			4.021774	4.08395	4.2021875	4.2549987	4.286092	4.3007145	4.312204	0	1	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	8.991628	8074.4717	4.0978527	16.792982			0.50705856	-0.5798185	-5.2983174	3.3843904	0.74335545	0.0	0	0	0.0340444	0.7514868	0.24851322	10.6553	0.8811058	2.7972164	4.316154	3.5851662	-1.1101335	0	5.258344
"Kyrgyzstan"	"KGZ"	-1.1320877	0.32235956			4.01458		4.0980268	4.1410728	4.223874	4.227688	4.2394323	0	1	0	0	0	0.25963718	0.0	0.7403628	0.0	0.0	0.0	8.7756	6502.7383	6.5176263	42.908226		-0.93607104	0.51592183	1.9401795	-2.1202636	3.713572	0.7250821	0.0	0	0	1.8949699	0.09267205	0.90732795	8.18535	1.4885514	2.426619	3.5322256	3.5936034	-1.1151893	0	8.658093
"Lao People's Dem Rep"	"LAO"	-1.3052865	0.27109486	-0.9187939		3.6323092	3.78373	3.8293483	3.8869557	3.9946756	4.117322	4.2056475	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	8.736007	6270.0	10.934579	119.65185	2.0794415	-0.59432197	0.414664	1.3350011	-1.2378744	2.8903718	0.6917266	1.0	54.79420381215124	0	0.26799798	0.100000024	0.9	6.89061	0.41500798	2.3031743	2.0668628	3.739901	-1.3052865	0	12.823391
"Latvia"	"LVA"	-1.1342833	0.32165256			4.189655	4.24544	4.2461405	4.231328	4.2380576	4.2529798	4.297053	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.29912	4063.84	5.479636	30.03419	2.3025851	-1.1533133	0.46163622	3.3921566	-1.2729657	4.0430512	0.73292065	0.0	0	0	0.127878	0.0	1.0	8.92532	1.5396646	3.526701	3.9684033	3.1014993	-1.1342833	0	8.20096
"Lebanon"	"LBN"	-1.1135515	0.32839063	-0.6618423	3.6627922	4.0253515	4.11086	4.1708817	4.19832	4.229342	4.2575545	4.282327	0	1	0	0	0	0.02	0.96	0.02	0.0	0.0	0.0	9.240045	10325.0	3.1103497	9.78866		2.207566	0.12345581	2.9215474	-0.34249035	3.5214465	0.75081277	0.0	0	0	0.044134602	0.27999997	0.72	8.14729		5.162538	3.744787	3.7166271	-1.1079882	0	4.713632
"Lesotho"	"LSO"	-1.1092016	0.3298222			3.6480575	3.83902	3.889746	3.9826443	4.083062	3.8625462	3.8578851	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	7.3132205	1500.0	4.445932	19.76631	0.0	-2.535299	0.22713557	2.3860066	-0.40047753	3.3843904	0.7407268	0.0	0	0	0.238319	0.0	1.0	6.41673	1.0833108	3.3421202	1.2237755	3.7625716	-1.1092016	0	20.56829
"Liberia"	"LBR"	-1.2172633	0.29603922			3.624341	3.69426	3.7211387	3.780733	3.7442386	3.8278654	4.0279837	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	8.076126	3227.4875	5.402836	29.316347		0.1312585	0.6462589	1.3737156	-1.5606477	1.8718022	0.73350066	1.0	100	0	0.087426595	0.039900243	0.96009976	7.80466	-0.32067168	2.3934684	2.9231615	3.7236755	-1.1790112	0	13.81199
"Liechtenstein"	"LIE"	-1.0622944	0.34566182										1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0							0.45273665	3.218876		3.8558054			0	0									-1.0502657	0	
"Lithuania"	"LTU"	-1.1342833	0.32165256	-1.1805818			4.24631	4.259921	4.25536	4.264941	4.276937	4.294128	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.272214	3960.9746	5.2375627	27.438559		-0.8381111	0.27934995	3.8456695	-0.8675006	4.0253515	0.7347487	0.0	0	0	0.0604537	0.13522398	0.864776	8.89151	1.6170553	3.7867029	3.6763008	3.300918	-1.1342833	0	10.080332
"Luxembourg"	"LUX"	-1.0761585	0.3409026		4.1271343	4.1881385	4.23308	4.246716	4.276114	4.3155303	4.3550816	4.3831234	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.609088	5485.404	5.7197833	32.717976	2.3025851	2.1188254	0.42542326		-0.597837	3.9070106	0.7311071	0.0	0	0	0.0223941	0.009132445	0.99086756	9.72442	1.9106864		4.2427645	3.0604634	-1.0547082	1	3.2939878
"Macedonia (Former Yug. Rep)"	"MKD"	-1.1095381	0.32971123			4.0073333	4.10629	4.1946864	4.2435775	4.2666125	4.289229	4.312393	1	0	0	0	0	0.9726871	0.013656433	0.013656433	0.0	0.0	0.0	8.931271	7577.77	4.326451	18.746653		1.7734281	0.4069693	3.0828269	-0.82098055	3.7336934	0.7416291	0.0	0	0	0.142786	0.10869998	0.8913	7.93916		3.9838588	3.5263605	3.6171107	-1.0898882	0	4.807308
"Madagascar"	"MDG"	-1.2017819	0.300658			3.6296601	3.6859	3.7819054	3.8755276	3.9267616	4.088906	4.196707	0	0	1	0	0	0.0	0.0	0.93	0.07	0.0	0.0	7.608833	2033.0	3.265208	10.7053795	0.013815511		0.6307929	1.6074358	-1.3470737	2.9957323	0.7496433	1.0	65.22437388940375	0	0.097816594	0.0059999824	0.994	7.49164		2.2434945	2.3608541	3.7511275	-1.182943	0	11.688062
"Malawi"	"MWI"	-1.1092016	0.3298222			3.589059	3.63161	3.7025166	3.7918015	3.8521514	3.8292875	3.978983	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	7.4980674	1808.4	2.750419	7.777364	0.0		0.5154549	3.105483	-0.63487834	2.6026897	0.7535308	1.0	39.22364985094371	0	0.519043	0.08499998	0.915	6.286	0.08154882	3.599988	1.4816046	3.825682	-1.1092016	0	20.56829
"Malaysia"	"MYS"	-1.1827935	0.30642155	-1.1491691	3.7518542	3.881564	3.9875	4.157956	4.210687	4.2494287	4.278643	4.304397	0	1	0	0	0	0.0	0.07973422	0.9202658	0.0	0.0	0.0	8.629282	5900.7524	10.646887	114.74739	2.0703874	-0.21928807	0.46245143	1.7119945	-1.3093333	0.91629076	0.6938992	0.2543278	100	0	0.0717327	0.3266778	0.6733222	7.71824	1.0431656	3.244684	3.2809112	3.8175488	-1.1565223	0	12.10972
"Mali"	"MLI"	-1.2201633	0.29518196			3.5351453	3.58917	3.540842	3.6790774	3.7878697	3.8553102	3.9309397	0	0	1	0	0	0.0	0.11235955	0.0	0.8876405	0.0	0.0	8.010838	3014.5	5.1295977	26.328043	0.020723267	-1.5412965	0.5250835	1.3350011	-2.207275	2.8332133	0.735564	0.9899238	11.687950070578438	26.132130661449526	1.0364499	0.028999984	0.971	6.6053	-1.6559631	1.3039013	2.4069452	3.7005239	-1.1809266	0	13.757853
"Malta"	"MLT"	-1.0827438	0.33866504		4.0253515	4.1881385	4.22762	4.2548084	4.2895336	4.319829	4.3592696	4.3938165	1	0	0	0	0	0.97883916	0.021160847	0.0	0.0	0.0	0.0	8.927566	7548.8	5.10896	26.152863	2.3025851		0.04059689	3.218876		3.5788786	0.73571986		0	0		0.04699999	0.953	7.68064	1.4238127	6.934023	4.5009203	3.6753578	-1.0817914	0	3.95868
"Marshall Islands"	"MHL"	-1.5602771	0.21007785								4.1780577		0	0	0	0	1	0.0	0.0	0.00513347	0.0	0.0	0.99486655							0.058587726	2.4078455		2.1972246			100	0				7.37901			3.5723455		-1.5576743	0	
"Mauritius"	"MUS"	-1.1412287	0.3194263	-0.113168694	3.465736	3.9318256	4.08425	4.145022	4.204513	4.2399573	4.2719803	4.2900114	0	0	1	0	0	0.02	0.68	0.165	0.135	0.0	0.0	8.809308	7440.0605	6.299044	41.27764	1.9250883		0.3807625	3.8971124		3.0097995	0.72673273	0.0	100	0		1.0	0.0	8.27792	1.2619992	5.7890844	3.50255	3.8419306	-1.0887758	0	8.043985
"Mexico"	"MEX"	-1.2303797	0.2921816	-0.47666574	3.775057	3.9239516	4.0442	4.1162148	4.198282	4.259733	4.307764	4.33969	0	0	0	1	0	0.3939394	0.0	0.0	0.0	0.6060606	0.0	8.463685	4991.4336	14.286494	246.50139	0.72777796	0.4845673	0.43295056	2.56418	-0.82098055	3.1354942	0.6664141	0.0411304	27.92822795690076	1.704476130709012	0.207121	0.37393826	0.62606174	8.46295	1.0177667	2.9879732	3.9278963	3.8206306	-1.1384102	1	9.044684
"Micronesia"	"FSM"	-1.5586437	0.21042126				4.05329	4.1212068	4.1772075	4.192644	4.20877	4.2306924	0	0	0	0	1	0.0	0.0	0.008998875	0.0	0.0	0.9910011							0.5309435	1.742219		1.933934			100	0				7.7626		4.0890207	3.1045866	3.81505	-1.5541105	0	
